name_marvel,number_marvel,id_marvel,align_marvel,eye_marvel,hair_marvel,sex_marvel,gsm,alive,appearances_marvel,firstappearances_marvel,year_marvel,yearsgrouped_marvel,femalepercentage_marvel,firstfemaleappearance percentage_marvel,year,gender_f,alignmentpercentage_f,gender_m,alignmentpercentage_m,Column1,,lgbt_12,year_lgbt_12,Count_universe_12,,lgbt,year_lgbt,Count_universe,,name_dc,number_dc,id_dc,align_dc,eye_dc,hair_dc,sex_dc,gsm_dc,alive_dc,appearances_dc,firstappearances_dc,year_dc,yearsgrouped_dc,femalepercentage_dc,firstfemaleappearance percentage_dc,Year_1,Column_f,Value_f,Column1,Column_m,Value_m
Patricia Walker (Earth-616),60,Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,550,Nov-44,1944,1998,20.7,27.7,1958,Bad Characters_f,,Bad Characters_m,1,,,,1940,0,,LGBT_Marvel,1992,1,,William Batson (New Earth),60,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,321,"1940, February",1940,1995,26.4,23.3,1954,Neutral Characters,0,,Neutral Characters,0
Human Torch (Android) (Earth-616),61,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,548,Oct-39,1939,1999,20.9,31.2,1959,Good Characters_f,,Good Characters_m,1,,,,1940,0,,LGBT_Marvel,1992,1,,Carol Ferris (New Earth),61,Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,319,"1959, October",1959,1996,26.2,33,1955,Bad Characters,0,,Bad Characters,1
Loki Laufeyson (Earth-616),62,No Dual Identity,Neutral Characters,Green Eyes,Black Hair,Genderfluid Characters,Bisexual Characters,Living Characters,532,Aug-49,1949,2000,21,27,1959,Neutral Characters_f,,Neutral Characters_m,1,,,,1940,0,,LGBT_DC,1992,1,,Clifford Steele (New Earth),62,Public Identity,,Photocellular Eyes,,Male Characters,,Living Characters,314,"1963, June",1963,1997,26.5,27,1955,Good Characters,2,,Good Characters,8
Franklin Nelson (Earth-616),63,No Dual Identity,Good Characters,Blue Eyes,Bald,Male Characters,,Living Characters,528,Apr-64,1964,2001,21.3,32,1959,Bad Characters_f,,Bad Characters_m,1,,,,1940,0,,LGBT_DC,1993,1,,Etrigan (New Earth),63,Public Identity,Neutral Characters,Red Eyes,,Male Characters,,Living Characters,311,"1972, September",1972,1998,26.5,31.5,1955,Neutral Characters,0,,Neutral Characters,0
Brian Braddock (Earth-616),64,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,528,Oct-76,1976,2002,21.4,27.3,1960,Good Characters_f,1,Good Characters_m,7,,,,1940,0,,LGBT_DC,1994,1,,Jennifer-Lynn Hayden (New Earth),64,Secret Identity,Good Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,309,"1983, September",1983,1999,26.7,34.1,1956,Bad Characters,0,,Bad Characters,4
Otto Octavius (Earth-616),65,Secret Identity,Neutral Characters,Hazel Eyes,Brown Hair,Male Characters,,Deceased Characters,526,Jul-63,1963,2003,21.6,32.7,1960,Neutral Characters_f,1,Neutral Characters_m,7,,,,1940,0,,LGBT_DC,1994,1,,Swamp Thing (New Earth),65,Public Identity,Good Characters,Red Eyes,,Male Characters,,Living Characters,309,"1972, November",1972,2000,27,30.3,1956,Good Characters,2,,Good Characters,6
James Rhodes (Earth-616),66,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,525,Jan-79,1979,2004,22,38.3,1960,Bad Characters_f,,Bad Characters_m,20,,,,1940,0,,LGBT_DC,1994,1,,Renee Montoya (New Earth),66,Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Homosexual Characters,Living Characters,308,"1992, March",1992,2001,27.1,42.4,1956,Neutral Characters,0,,Neutral Characters,0
Timothy Dugan (Earth-616),67,Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,517,May-63,1963,2005,22.3,33.3,1961,Good Characters_f,3,Good Characters_m,17,,,,1940,0,,LGBT_DC,1994,1,,Harvey Dent (New Earth),67,Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,306,"1942, August",1942,2002,27.4,35.7,1957,Bad Characters,0,,Bad Characters,4
Crystalia Amaquelin (Earth-616),68,Public Identity,Good Characters,Green Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,512,Dec-65,1965,2006,22.4,27.6,1961,Neutral Characters_f,2,Neutral Characters_m,11,,,,1940,0,,LGBT_Marvel,1995,1,,Courtney Whitmore (New Earth),68,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,305,"1999, July",1999,2003,27.6,31.1,1957,Good Characters,2,,Good Characters,4
Samuel Wilson (Earth-616),69,Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,512,Sep-69,1969,2007,22.5,26.7,1961,Bad Characters_f,,Bad Characters_m,36,,,,1940,0,,LGBT_DC,1995,1,,Kendra Saunders (New Earth),69,Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Female Characters,,Deceased Characters,301,"1999, August",1999,2004,27.6,30.4,1957,Neutral Characters,0,,Neutral Characters,1
Wilson Fisk (Earth-616),70,Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,503,Jul-67,1967,2008,22.7,28.1,1962,Good Characters_f,8,Good Characters_m,23,,,,1940,0,,LGBT_DC,1996,1,,Michael Holt (New Earth),70,Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Living Characters,300,"1997, June",1997,2005,27.7,34,1958,Bad Characters,0,,Bad Characters,9
Odin Borson (Earth-616),71,Public Identity,Neutral Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,502,Oct-62,1962,2009,22.8,28.1,1962,Neutral Characters_f,,Neutral Characters_m,9,,,,1940,0,,LGBT_DC,1997,1,,Kilowog (New Earth),71,Public Identity,Good Characters,Red Eyes,,Male Characters,,Living Characters,299,"1986, June",1986,2006,27.9,31.7,1958,Good Characters,1,,Good Characters,2
Deadpool (Wade Wilson),72,Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,Transvestites,Living Characters,500,Feb-91,1991,2010,23,34,1962,Bad Characters_f,2,Bad Characters_m,42,,,,1940,0,,LGBT_DC,1997,1,,Kara Zor-El (New Earth),72,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,297,"2004, May",2004,2007,28.1,30.9,1958,Neutral Characters,1,,Neutral Characters,0
Dane Whitman (Earth-616),73,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,478,Dec-67,1967,2011,23.2,28.4,1963,Good Characters_f,16,Good Characters_m,45,,,,1940,0,,LGBT_DC,1997,1,,Jonah Hex (New Earth),73,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,291,"1972, March",1972,2008,28.2,35.1,1959,Bad Characters,1,,Bad Characters,7
Harold Osborn (Earth-616),74,No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,474,Dec-65,1965,2012,23.2,27.9,1963,Neutral Characters_f,3,Neutral Characters_m,20,,,,1940,0,,LGBT_DC,1997,1,,Rex Tyler (New Earth),74,Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,288,"1940, March",1940,2009,28.4,31,1959,Good Characters,5,,Good Characters,17
Franklin Richards (Earth-616),75,No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,473,Nov-68,1968,2013,23.3,32.3,1963,Bad Characters_f,1,Bad Characters_m,60,,,,1940,0,,LGBT_Marvel,2000,1,,Pamela Isley (New Earth),75,Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,286,"1966, June",1966,2010,28.5,26.5,1959,Neutral Characters,1,,Neutral Characters,1
Jessica Drew (Earth-616),76,Secret Identity,Good Characters,Green Eyes,Auburn Hair,Female Characters,,Living Characters,471,Feb-77,1977,(blank),23.4,25.6,1964,Good Characters_f,13,Good Characters_m,26,,,,1940,0,,LGBT_DC,2000,1,,Pieter Cross (New Earth),76,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,284,"1999, February",1999,2011,28.4,32.9,1960,Bad Characters,0,,Bad Characters,13
Roberto da Costa (Earth-616),77,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,464,Nov-82,1982,,,,1964,Neutral Characters_f,3,Neutral Characters_m,15,,,,1940,0,,LGBT_DC,2000,1,,Jonathan L. Thunder (New Earth),77,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,282,"1940, January",1940,2012,28.5,40,1960,Good Characters,2,,Good Characters,14
Rahne Sinclair (Earth-616),78,Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,448,Nov-82,1982,,,,1964,Bad Characters_f,3,Bad Characters_m,75,,,LGBT_Marvel,1940,1,,LGBT_Marvel,2001,1,,Mari McCabe (New Earth),78,Secret Identity,Good Characters,Amber Eyes,Brown Hair,Female Characters,,Living Characters,268,"1981, July",1981,,,,1960,Neutral Characters,1,,Neutral Characters,1
Elizabeth Ross (Earth-616),79,Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,446,May-62,1962,,,,1965,Good Characters_f,14,Good Characters_m,39,,,,1940,0,,LGBT_Marvel,2001,1,,Scott Free (New Earth),79,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,268,"1971, April",1971,(blank),28.5,29,1961,Bad Characters,2,,Bad Characters,15
Lorna Dane (Earth-616),80,Secret Identity,Good Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,433,Oct-68,1968,,,,1965,Neutral Characters_f,,Neutral Characters_m,9,,,,1940,0,,LGBT_Marvel,2001,1,,Martha Clark (New Earth),80,Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,266,"1986, October",1986,,,,1961,Good Characters,5,,Good Characters,24
Blaine Colt (Earth-616),81,Public Identity,,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,429,,,,,,1965,Bad Characters_f,4,Bad Characters_m,61,,,,1940,0,,LGBT_Marvel,2001,1,,Boston Brand (New Earth),81,Secret Identity,Good Characters,Blue Eyes,,Male Characters,,Deceased Characters,262,"1967, October",1967,,,,1961,Neutral Characters,0,,Neutral Characters,1
Johnathon Blaze (Earth-616),82,Secret Identity,Good Characters,Blue Eyes,Reddish Blond Hair,Male Characters,,Living Characters,426,Aug-72,1972,,,,1966,Good Characters_f,8,Good Characters_m,14,,,,1940,0,,LGBT_Marvel,2001,1,,Daniel Turpin (New Earth),82,Public Identity,,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,261,"1942, June",1942,,,,1962,Bad Characters,0,,Bad Characters,15
Sif (Earth-616),83,No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,422,Mar-64,1964,,,,1966,Neutral Characters_f,8,Neutral Characters_m,15,,,,1940,0,,LGBT_DC,2001,1,,John Zatara (New Earth),83,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,256,"1938, June",1938,,,,1962,Good Characters,3,,Good Characters,11
Red Hulk (Thaddeus Ross),84,Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,415,May-62,1962,,,,1966,Bad Characters_f,2,Bad Characters_m,47,,,,1940,0,,LGBT_Marvel,2001,1,,Jonathan Kent (New Earth),84,Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,254,"1986, October",1986,,,,1962,Neutral Characters,0,,Neutral Characters,0
Jubilation Lee (Earth-616),85,Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,408,May-89,1989,,,,1967,Good Characters_f,2,Good Characters_m,15,,,,1940,0,,LGBT_DC,2002,1,,Oswald Cobblepot (New Earth),85,Public Identity,,Blue Eyes,Black Hair,Male Characters,,Living Characters,253,"1941, December",1941,,,,1963,Bad Characters,1,,Bad Characters,20
Volstagg (Earth-616),86,Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,406,Aug-65,1965,,,,1967,Neutral Characters_f,2,Neutral Characters_m,17,,,,1940,0,,LGBT_DC,2002,1,,Tatsu Yamashiro (New Earth),86,Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,252,"1983, July",1983,,,,1963,Good Characters,4,,Good Characters,8
Balder Odinson (Earth-616),87,Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,403,Oct-62,1962,,,,1967,Bad Characters_f,3,Bad Characters_m,52,,,,1940,0,,LGBT_DC,2002,1,,Lawrence Trainor (New Earth),87,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,250,"1963, June",1963,,,,1963,Neutral Characters,0,,Neutral Characters,3
Galactus (Earth-616),88,Secret Identity,Neutral Characters,Brown Eyes,No Hair,Male Characters,,Living Characters,390,Mar-66,1966,,,,1968,Good Characters_f,7,Good Characters_m,22,,,,1940,0,,LGBT_Marvel,2002,1,,Albert Rothstein (New Earth),88,Secret Identity,Good Characters,Blue Eyes,,Male Characters,,Living Characters,245,"1983, September",1983,,,,1964,Bad Characters,3,,Bad Characters,13
Danielle Moonstar (Earth-616),89,Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,388,Nov-82,1982,,,,1968,Neutral Characters_f,4,Neutral Characters_m,13,,,,1940,0,,LGBT_Marvel,2003,1,,Brion Markov (New Earth),89,Secret Identity,Good Characters,Green Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,245,"1983, July",1983,,,,1964,Good Characters,2,,Good Characters,9
Marc Spector (Earth-616),90,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,387,Aug-75,1975,,,,1968,Bad Characters_f,2,Bad Characters_m,57,,,,1940,0,,LGBT_Marvel,2003,1,,Sanderson Hawkins (New Earth),90,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,241,"1941, December",1941,,,,1964,Neutral Characters,1,,Neutral Characters,1
Gwendolyne Stacy (Earth-616),91,No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,384,Dec-65,1965,,,,1969,Good Characters_f,7,Good Characters_m,15,,,,1940,0,,LGBT_Marvel,2003,1,,Jonathan Chambers (New Earth),91,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,239,"1941, September",1941,,,,1965,Bad Characters,1,,Bad Characters,22
Medusalith Amaquelin (Earth-616),92,Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,382,Mar-65,1965,,,,1969,Neutral Characters_f,4,Neutral Characters_m,16,,,,1940,0,,LGBT_Marvel,2003,1,,Orion (New Earth),92,Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Deceased Characters,237,"1971, March",1971,,,,1965,Good Characters,5,,Good Characters,12
Sabretooth (Victor Creed),93,Secret Identity,Bad Characters,Amber Eyes,Blond Hair,Male Characters,,Living Characters,382,Aug-77,1977,,,,1969,Bad Characters_f,4,Bad Characters_m,51,,,,1940,0,,LGBT_Marvel,2003,1,,Thaal Sinestro (New Earth),93,Public Identity,Neutral Characters,Yellow Eyes,Black Hair,Male Characters,,Living Characters,237,"1961, August",1961,,,,1965,Neutral Characters,1,,Neutral Characters,4
Illyana Rasputina (Earth-616),94,Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,380,May-75,1975,,,,1970,Good Characters_f,7,Good Characters_m,30,,,,1940,0,,LGBT_DC,2003,1,,Cassandra Cain (New Earth),94,Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,235,"1999, July",1999,,,,1966,Bad Characters,5,,Bad Characters,32
Johann Shmidt (Earth-616),95,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,376,Aug-41,1941,,,,1970,Neutral Characters_f,,Neutral Characters_m,12,,,,1940,0,,LGBT_DC,2003,1,,Jason Todd (New Earth),95,Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,235,"1987, June",1987,,,,1966,Good Characters,3,,Good Characters,13
Fandral (Earth-616),96,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,375,Aug-65,1965,,,,1970,Bad Characters_f,7,Bad Characters_m,52,,,,1940,0,,LGBT_DC,2003,1,,Susan Dearbon (New Earth),96,Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,235,"1961, March",1961,,,,1966,Neutral Characters,2,,Neutral Characters,2
Sean Cassidy (Earth-616),97,Secret Identity,Neutral Characters,Green Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,374,Jan-67,1967,,,,1971,Good Characters_f,5,Good Characters_m,20,,,,1940,0,,LGBT_DC,2003,1,,Jean-Paul Valley (New Earth),97,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,234,"1992, October",1992,,,,1967,Bad Characters,0,,Bad Characters,13
Thomas Raymond (Earth-616),98,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,373,Sep-40,1940,,,,1971,Neutral Characters_f,4,Neutral Characters_m,10,,,,1940,0,,LGBT_DC,2003,1,,Hippolyta (New Earth),98,Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,231,"1987, February",1987,,,,1967,Good Characters,6,,Good Characters,26
Uatu (Earth-616),99,Public Identity,Good Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,373,Apr-63,1963,,,,1971,Bad Characters_f,3,Bad Characters_m,48,,,,1940,0,,LGBT_Marvel,2003,1,,Joseph Wilson (New Earth),99,Secret Identity,Neutral Characters,Green Eyes,Blond Hair,Male Characters,,Living Characters,229,"1984, May",1984,,,,1967,Neutral Characters,1,,Neutral Characters,3
Richard Rider (Earth-616),100,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,373,Sep-76,1976,,,,1972,Good Characters_f,19,Good Characters_m,43,,,,1940,0,,LGBT_Marvel,2004,1,,Bernhard Baker (New Earth),100,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,229,"1965, September",1965,,,,1968,Bad Characters,0,,Bad Characters,14
Hogun (Earth-616),101,Public Identity,Good Characters,Grey Eyes,Black Hair,Male Characters,,Living Characters,371,Aug-65,1965,,,,1972,Neutral Characters_f,2,Neutral Characters_m,14,,,,1940,0,,LGBT_Marvel,2004,1,,Sylvester Pemberton (New Earth),101,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,229,"1941, October",1941,,,,1968,Good Characters,11,,Good Characters,22
Raven Darkholme (Earth-616),102,Secret Identity,Bad Characters,Yellow Eyes,Red Hair,Female Characters,Bisexual Characters,Living Characters,371,Apr-78,1978,,,,1972,Bad Characters_f,4,Bad Characters_m,55,,,,1940,0,,LGBT_DC,2004,1,,Jesse Chambers (New Earth),102,Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,228,"1992, August",1992,,,,1968,Neutral Characters,3,,Neutral Characters,1
Barbara Morse (Earth-616),103,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,368,Jun-71,1971,,,,1973,Good Characters_f,20,Good Characters_m,50,,,,1940,0,,LGBT_DC,2004,1,,Floyd Lawton (New Earth),103,Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,227,"1950, June",1950,,,,1969,Bad Characters,3,,Bad Characters,3
Blackagar Boltagon (Earth-616),104,No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,366,Dec-65,1965,,,,1973,Neutral Characters_f,8,Neutral Characters_m,16,,,,1940,0,,LGBT_Marvel,2005,1,,Mera (New Earth),104,Public Identity,,Blue Eyes,Red Hair,Female Characters,,Living Characters,226,"1963, October",1963,,,,1969,Good Characters,4,,Good Characters,8
Brunnhilde (Earth-616),105,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,361,Dec-70,1970,,,,1973,Bad Characters_f,11,Bad Characters_m,81,,,,1940,0,,LGBT_Marvel,2005,1,,Tora Olafsdotter (New Earth),105,Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,225,"1988, April",1988,,,,1969,Neutral Characters,3,,Neutral Characters,1
Alison Blaire (Earth-616),106,Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,353,Feb-80,1980,,,,1974,Good Characters_f,15,Good Characters_m,27,,,,1940,0,,LGBT_Marvel,2005,1,,George Harkness (New Earth),106,Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,224,"1960, December",1960,,,,1970,Bad Characters,0,,Bad Characters,5
Venom (Symbiote) (Earth-616),107,Known to Authorities Identity,Neutral Characters,Variable Eyes,No Hair,Agender Characters,,Living Characters,348,May-84,1984,,,,1974,Neutral Characters_f,12,Neutral Characters_m,27,,,,1940,0,,LGBT_Marvel,2005,1,,Amanda Waller (New Earth),107,Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,222,"1986, November",1986,,,,1970,Good Characters,3,,Good Characters,15
